"rank";"id";"name";"id_other";"name_other";"height_diff";"height_diff_other";"length";"length_other";"duration";"duration_other";"slope_cat";"slope_cat_other";"slopeType";"slopetype_other";"regionId";"regionid_other";"embedding";"embedding_other";"angle"
1;154;Biok - Pralongia II;223;Biok;163;218;1.550;1.300;306;291;easy;easy;blue;blue;3;3;{0.008522430199728119,0.12916666666666668,0.09788867562380038,0.3333333333333333,0.25,0.25};{0.01139809683153822,0.10833333333333334,0.09309021113243762,0.3333333333333333,0.25,0.25};0,0215713351
2;154;Biok - Pralongia II;153;Arlara - PralongiÃ¡Â  II.;163;82;1.550;1.600;306;231;easy;easy;blue;blue;3;3;{0.008522430199728119,0.12916666666666668,0.09788867562380038,0.3333333333333333,0.25,0.25};{0.004287357523789606,0.13333333333333333,0.07389635316698656,0.3333333333333333,0.25,0.25};0,0247169676
3;154;Biok - Pralongia II;171;Incisa;163;197;1.550;1.300;306;352;easy;easy;blue;blue;3;3;{0.008522430199728119,0.12916666666666668,0.09788867562380038,0.3333333333333333,0.25,0.25};{0.010300115026665273,0.10833333333333334,0.1126039667306462,0.3333333333333333,0.25,0.25};0,0255680999
1;155;BoÃ©;201;Altin;657;560;3.300;3.200;581;555;medium;medium;red;red;3;3;{0.03435114503816794,0.275,0.18586052463211772,0.6666666666666666,0.5,0.25};{0.029279514796611943,0.26666666666666666,0.17754318618042225,0.6666666666666666,0.5,0.25};0,0128196723
1;155;BoÃ©;201;Altin;657;560;3.300;3.200;581;555;medium;medium;red;red;3;3;{0.03435114503816794,0.275,0.18586052463211772,0.6666666666666666,0.5,0.25};{0.029279514796611943,0.26666666666666666,0.17754318618042225,0.6666666666666666,0.5,0.25};0,0128196723
3;155;BoÃ©;166;Col Alt 4;657;416;3.300;2.300;581;619;medium;medium;red;red;3;3;{0.03435114503816794,0.275,0.18586052463211772,0.6666666666666666,0.5,0.25};{0.021750496706054584,0.19166666666666668,0.1980166346769034,0.6666666666666666,0.5,0.25};0,0851527556
3;155;BoÃ©;166;Col Alt 4;657;416;3.300;2.300;581;619;medium;medium;red;red;3;3;{0.03435114503816794,0.275,0.18586052463211772,0.6666666666666666,0.5,0.25};{0.021750496706054584,0.19166666666666668,0.1980166346769034,0.6666666666666666,0.5,0.25};0,0851527556
1;156;BoÃ© - Costoratta;176;PralongiÃ¡Â  I - Arlara;32;62;404;308;50;104;medium;medium;red;red;3;3;{0.0016731151312349682,0.033666666666666664,0.01599488163787588,0.6666666666666666,0.5,0.25};{0.0032416605667677507,0.025666666666666667,0.03326935380678183,0.6666666666666666,0.5,0.25};0,019101511
2;156;BoÃ© - Costoratta;255;Frara - Val Setus;32;541;404;408;50;110;medium;medium;red;red;3;3;{0.0016731151312349682,0.033666666666666664,0.01599488163787588,0.6666666666666666,0.5,0.25};{0.02828610268744118,0.034,0.035188739603326934,0.6666666666666666,0.5,0.25};0,0328141189
3;156;BoÃ© - Costoratta;260;Val Setus;32;101;404;595;50;161;medium;medium;red;red;3;3;{0.0016731151312349682,0.033666666666666664,0.01599488163787588,0.6666666666666666,0.5,0.25};{0.005280769632960368,0.04958333333333333,0.05150351887396033,0.6666666666666666,0.5,0.25};0,0390796465
1;157;BoÃ© - Crep de Mont;261;Gardena;52;109;462;627;342;212;medium;medium;red;red;3;3;{0.002718812088256823,0.0385,0.10940499040307101,0.6666666666666666,0.5,0.25};{0.00569904841576911,0.05225,0.06781829814459372,0.6666666666666666,0.5,0.25};0,043902133
2;157;BoÃ© - Crep de Mont;203;Bamby 2;52;284;462;906;342;411;medium;medium;red;red;3;3;{0.002718812088256823,0.0385,0.10940499040307101,0.6666666666666666,0.5,0.25};{0.014848896789710343,0.0755,0.13147792706333974,0.6666666666666666,0.5,0.25};0,044758837
3;157;BoÃ© - Crep de Mont;214;La Fraina;52;208;462;950;342;258;medium;medium;red;red;3;3;{0.002718812088256823,0.0385,0.10940499040307101,0.6666666666666666,0.5,0.25};{0.010875248353027292,0.07916666666666666,0.08253358925143954,0.6666666666666666,0.5,0.25};0,0494204151
1;158;Braia Fraida;175;PralongiÃ¡Â  I (Rif. Marmotta - Planac);96;115;839;811;292;312;easy;easy;blue;blue;3;3;{0.005019345393704904,0.06991666666666667,0.09341010876519514,0.3333333333333333,0.25,0.25};{0.006012757502875667,0.06758333333333333,0.09980806142034548,0.3333333333333333,0.25,0.25};0,0068822315
2;158;Braia Fraida;215;Pre Dai Corf;96;139;839;900;292;277;easy;easy;blue;blue;3;3;{0.005019345393704904,0.06991666666666667,0.09341010876519514,0.3333333333333333,0.25,0.25};{0.007267593851301893,0.075,0.08861164427383238,0.3333333333333333,0.25,0.25};0,0073430348
3;158;Braia Fraida;162;Capanna Nera;96;114;839;971;292;318;easy;easy;blue;blue;3;3;{0.005019345393704904,0.06991666666666667,0.09341010876519514,0.3333333333333333,0.25,0.25};{0.005960472655024574,0.08091666666666666,0.1017274472168906,0.3333333333333333,0.25,0.25};0,0138225844
1;159;Braia Fraida - Arlara;219;Braia Fraida intermedia - Roby;29;63;361;319;98;86;easy;easy;blue;blue;3;3;{0.00151626058768169,0.030083333333333333,0.03134996801023673,0.3333333333333333,0.25,0.25};{0.0032939454146188435,0.026583333333333334,0.027511196417146513,0.3333333333333333,0.25,0.25};0,0054905674
2;159;Braia Fraida - Arlara;192;Crep de Munt - Boe;29;37;361;294;98;96;easy;easy;blue;blue;3;3;{0.00151626058768169,0.030083333333333333,0.03134996801023673,0.3333333333333333,0.25,0.25};{0.0019345393704904318,0.0245,0.030710172744721688,0.3333333333333333,0.25,0.25};0,0056354154
3;159;Braia Fraida - Arlara;198;Collegamento Costoratta - Campolongo;29;37;361;294;98;80;easy;easy;blue;blue;3;3;{0.00151626058768169,0.030083333333333333,0.03134996801023673,0.3333333333333333,0.25,0.25};{0.0019345393704904318,0.0245,0.025591810620601407,0.3333333333333333,0.25,0.25};0,008031497
3;159;Braia Fraida - Arlara;194;Collegamento Piz Arlara - Costes dal Ega;29;37;361;294;98;80;easy;easy;blue;blue;3;3;{0.00151626058768169,0.030083333333333333,0.03134996801023673,0.3333333333333333,0.25,0.25};{0.0019345393704904318,0.0245,0.025591810620601407,0.3333333333333333,0.25,0.25};0,008031497
3;159;Braia Fraida - Arlara;195;Collegamento Pralongia 2 - Pralongia 1;29;37;361;294;98;80;easy;easy;blue;blue;3;3;{0.00151626058768169,0.030083333333333333,0.03134996801023673,0.3333333333333333,0.25,0.25};{0.0019345393704904318,0.0245,0.025591810620601407,0.3333333333333333,0.25,0.25};0,008031497
3;159;Braia Fraida - Arlara;196;Collegamento Borest - BoÃ¨;29;37;361;294;98;80;easy;easy;blue;blue;3;3;{0.00151626058768169,0.030083333333333333,0.03134996801023673,0.3333333333333333,0.25,0.25};{0.0019345393704904318,0.0245,0.025591810620601407,0.3333333333333333,0.25,0.25};0,008031497
3;159;Braia Fraida - Arlara;197;Collegamento BoÃ¨ - Vallon;29;37;361;294;98;80;easy;easy;blue;blue;3;3;{0.00151626058768169,0.030083333333333333,0.03134996801023673,0.3333333333333333,0.25,0.25};{0.0019345393704904318,0.0245,0.025591810620601407,0.3333333333333333,0.25,0.25};0,008031497
1;160;Cherz II;188;Seggiovia PralongiÃ¡;232;233;1.505;1.290;407;349;medium;medium;red;red;3;3;{0.01213008470145352,0.12541666666666668,0.13019833653230967,0.6666666666666666,0.5,0.25};{0.01218236954930461,0.1075,0.11164427383237364,0.6666666666666666,0.5,0.25};0,0257926912
1;160;Cherz II;189;Seggiovia PralongiÃ¡ (P.ta Trieste - Rif. Marmotta);232;233;1.505;1.290;407;349;medium;medium;red;red;3;3;{0.01213008470145352,0.12541666666666668,0.13019833653230967,0.6666666666666666,0.5,0.25};{0.01218236954930461,0.1075,0.11164427383237364,0.6666666666666666,0.5,0.25};0,0257926912
3;160;Cherz II;249;Colfosco 1;232;284;1.505;1.450;407;319;medium;medium;red;red;3;3;{0.01213008470145352,0.12541666666666668,0.13019833653230967,0.6666666666666666,0.5,0.25};{0.014848896789710343,0.12083333333333333,0.10204734484964811,0.6666666666666666,0.5,0.25};0,0286509549
1;161;Cherz I;171;Incisa;232;197;1.205;1.300;326;352;easy;easy;blue;blue;3;3;{0.01213008470145352,0.10041666666666667,0.10428662827895073,0.3333333333333333,0.25,0.25};{0.010300115026665273,0.10833333333333334,0.1126039667306462,0.3333333333333333,0.25,0.25};0,0116275758
2;161;Cherz I;223;Biok;232;218;1.205;1.300;326;291;easy;easy;blue;blue;3;3;{0.01213008470145352,0.10041666666666667,0.10428662827895073,0.3333333333333333,0.25,0.25};{0.01139809683153822,0.10833333333333334,0.09309021113243762,0.3333333333333333,0.25,0.25};0,0137320492
3;161;Cherz I;246;La Crusc 2;232;183;1.205;1.300;326;369;easy;easy;blue;blue;3;3;{0.01213008470145352,0.10041666666666667,0.10428662827895073,0.3333333333333333,0.25,0.25};{0.009568127156749973,0.10833333333333334,0.118042226487524,0.3333333333333333,0.25,0.25};0,0160764959
1;162;Capanna Nera;175;PralongiÃ¡Â  I (Rif. Marmotta - Planac);114;115;971;811;318;312;easy;easy;blue;blue;3;3;{0.005960472655024574,0.08091666666666666,0.1017274472168906,0.3333333333333333,0.25,0.25};{0.006012757502875667,0.06758333333333333,0.09980806142034548,0.3333333333333333,0.25,0.25};0,013470878
2;162;Capanna Nera;158;Braia Fraida;114;96;971;839;318;292;easy;easy;blue;blue;3;3;{0.005960472655024574,0.08091666666666666,0.1017274472168906,0.3333333333333333,0.25,0.25};{0.005019345393704904,0.06991666666666667,0.09341010876519514,0.3333333333333333,0.25,0.25};0,0138225844
3;162;Capanna Nera;215;Pre Dai Corf;114;139;971;900;318;277;easy;easy;blue;blue;3;3;{0.005960472655024574,0.08091666666666666,0.1017274472168906,0.3333333333333333,0.25,0.25};{0.007267593851301893,0.075,0.08861164427383238,0.3333333333333333,0.25,0.25};0,0144478302
1;163;Costes Da l'Ega;179;Seggiovia PralongiÃ¡;64;78;604;651;228;234;easy;easy;blue;blue;3;3;{0.0033462302624699364,0.050333333333333334,0.07293666026871401,0.3333333333333333,0.25,0.25};{0.0040782181323852345,0.05425,0.07485604606525911,0.3333333333333333,0.25,0.25};0,0044226831
2;163;Costes Da l'Ega;259;Stella Alpina;64;125;604;608;228;212;easy;easy;blue;blue;3;3;{0.0033462302624699364,0.050333333333333334,0.07293666026871401,0.3333333333333333,0.25,0.25};{0.006535605981386594,0.050666666666666665,0.06781829814459372,0.3333333333333333,0.25,0.25};0,0060399387
3;163;Costes Da l'Ega;229;La Para;64;107;604;550;228;239;easy;easy;blue;blue;3;3;{0.0033462302624699364,0.050333333333333334,0.07293666026871401,0.3333333333333333,0.25,0.25};{0.0055944787200669244,0.04583333333333333,0.0764555342290467,0.3333333333333333,0.25,0.25};0,0061389816
1;164;Col Alt 4 1/2;215;Pre Dai Corf;188;139;900;900;244;277;easy;easy;blue;blue;3;3;{0.009829551396005437,0.075,0.0780550223928343,0.3333333333333333,0.25,0.25};{0.007267593851301893,0.075,0.08861164427383238,0.3333333333333333,0.25,0.25};0,0108630517
2;164;Col Alt 4 1/2;257;Frara variante dx;188;90;900;797;244;215;easy;easy;blue;blue;3;3;{0.009829551396005437,0.075,0.0780550223928343,0.3333333333333333,0.25,0.25};{0.004705636306598347,0.06641666666666667,0.06877799104286628,0.3333333333333333,0.25,0.25};0,0136378674
3;164;Col Alt 4 1/2;158;Braia Fraida;188;96;900;839;244;292;easy;easy;blue;blue;3;3;{0.009829551396005437,0.075,0.0780550223928343,0.3333333333333333,0.25,0.25};{0.005019345393704904,0.06991666666666667,0.09341010876519514,0.3333333333333333,0.25,0.25};0,0168747455
1;165;Col Alt - Braia Fraida;251;Sodlisia - Fara;21;15;246;215;145;162;easy;easy;blue;blue;3;3;{0.0010979818048729478,0.0205,0.04638515674984005,0.3333333333333333,0.25,0.25};{0.0007842727177664,0.017916666666666668,0.05182341650671785,0.3333333333333333,0.25,0.25};0,0060288219
2;165;Col Alt - Braia Fraida;207;Doninz-Colz;21;23;246;160;145;114;easy;easy;blue;blue;3;3;{0.0010979818048729478,0.0205,0.04638515674984005,0.3333333333333333,0.25,0.25};{0.0012025515005751333,0.013333333333333334,0.036468330134357005,0.3333333333333333,0.25,0.25};0,0122358284
3;165;Col Alt - Braia Fraida;180;Seggiovia PralongiÃ¡ - PralongiÃ¡ II;21;48;246;261;145;183;easy;easy;blue;blue;3;3;{0.0010979818048729478,0.0205,0.04638515674984005,0.3333333333333333,0.25,0.25};{0.002509672696852452,0.02175,0.05854126679462572,0.3333333333333333,0.25,0.25};0,0123014789
1;166;Col Alt 4;201;Altin;416;560;2.300;3.200;619;555;medium;medium;red;red;3;3;{0.021750496706054584,0.19166666666666668,0.1980166346769034,0.6666666666666666,0.5,0.25};{0.029279514796611943,0.26666666666666666,0.17754318618042225,0.6666666666666666,0.5,0.25};0,0781079267
1;166;Col Alt 4;201;Altin;416;560;2.300;3.200;619;555;medium;medium;red;red;3;3;{0.021750496706054584,0.19166666666666668,0.1980166346769034,0.6666666666666666,0.5,0.25};{0.029279514796611943,0.26666666666666666,0.17754318618042225,0.6666666666666666,0.5,0.25};0,0781079267
3;166;Col Alt 4;252;Forcelles;416;280;2.300;1.305;619;670;medium;medium;red;red;3;3;{0.021750496706054584,0.19166666666666668,0.1980166346769034,0.6666666666666666,0.5,0.25};{0.014639757398305971,0.10875,0.2143314139475368,0.6666666666666666,0.5,0.25};0,0848051192
3;166;Col Alt 4;252;Forcelles;416;280;2.300;1.305;619;670;medium;medium;red;red;3;3;{0.021750496706054584,0.19166666666666668,0.1980166346769034,0.6666666666666666,0.5,0.25};{0.014639757398305971,0.10875,0.2143314139475368,0.6666666666666666,0.5,0.25};0,0848051192
1;167;Costoratta;260;Val Setus;218;101;886;595;174;161;medium;medium;red;red;3;3;{0.01139809683153822,0.07383333333333333,0.05566218809980806,0.6666666666666666,0.5,0.25};{0.005280769632960368,0.04958333333333333,0.05150351887396033,0.6666666666666666,0.5,0.25};0,0253530811
2;167;Costoratta;261;Gardena;218;109;886;627;174;212;medium;medium;red;red;3;3;{0.01139809683153822,0.07383333333333333,0.05566218809980806,0.6666666666666666,0.5,0.25};{0.00569904841576911,0.05225,0.06781829814459372,0.6666666666666666,0.5,0.25};0,0254183092
3;167;Costoratta;214;La Fraina;218;208;886;950;174;258;medium;medium;red;red;3;3;{0.01139809683153822,0.07383333333333333,0.05566218809980806,0.6666666666666666,0.5,0.25};{0.010875248353027292,0.07916666666666666,0.08253358925143954,0.6666666666666666,0.5,0.25};0,0274005477
1;168;Crep De Mont;177;PralongiÃ¡Â  II;212;234;1.400;1.288;194;253;easy;easy;blue;blue;3;3;{0.011084387744431663,0.11666666666666667,0.062060140754958415,0.3333333333333333,0.25,0.25};{0.012234654397155703,0.10733333333333334,0.08093410108765195,0.3333333333333333,0.25,0.25};0,0210869771
2;168;Crep De Mont;153;Arlara - PralongiÃ¡Â  II.;212;82;1.400;1.600;194;231;easy;easy;blue;blue;3;3;{0.011084387744431663,0.11666666666666667,0.062060140754958415,0.3333333333333333,0.25,0.25};{0.004287357523789606,0.13333333333333333,0.07389635316698656,0.3333333333333333,0.25,0.25};0,0215423611
3;168;Crep De Mont;236;Roby - Bamby;212;207;1.400;1.214;194;133;easy;easy;blue;blue;3;3;{0.011084387744431663,0.11666666666666667,0.062060140754958415,0.3333333333333333,0.25,0.25};{0.0108229635051762,0.10116666666666667,0.04254638515674984,0.3333333333333333,0.25,0.25};0,0249219783
1;169;Pista del sole;227;Ciampai - n. 10;378;60;2.280;2.200;617;595;easy;easy;blue;blue;3;3;{0.01976367248771306,0.19,0.19737683941138837,0.3333333333333333,0.25,0.25};{0.003137090871065565,0.18333333333333332,0.19033909149072298,0.3333333333333333,0.25,0.25};0,0192462349
2;169;Pista del sole;210;Gardenaccia B;378;350;2.280;2.040;617;636;easy;easy;blue;blue;3;3;{0.01976367248771306,0.19,0.19737683941138837,0.3333333333333333,0.25,0.25};{0.018299696747882465,0.17,0.2034548944337812,0.3333333333333333,0.25,0.25};0,0209543785
3;169;Pista del sole;187;Col Alt 5;378;302;2.280;2.071;617;561;easy;easy;blue;blue;3;3;{0.01976367248771306,0.19,0.19737683941138837,0.3333333333333333,0.25,0.25};{0.01579002405103001,0.17258333333333334,0.17946257197696738,0.3333333333333333,0.25,0.25};0,025299232
1;170;Forcella Incisa;153;Arlara - PralongiÃ¡Â  II.;169;82;2.033;1.600;169;231;easy;easy;blue;blue;3;3;{0.008836139286834676,0.16941666666666666,0.054062699936020475,0.3333333333333333,0.25,0.25};{0.004287357523789606,0.13333333333333333,0.07389635316698656,0.3333333333333333,0.25,0.25};0,0414255013
2;170;Forcella Incisa;168;Crep De Mont;169;212;2.033;1.400;169;194;easy;easy;blue;blue;3;3;{0.008836139286834676,0.16941666666666666,0.054062699936020475,0.3333333333333333,0.25,0.25};{0.011084387744431663,0.11666666666666667,0.062060140754958415,0.3333333333333333,0.25,0.25};0,0534001515
3;170;Forcella Incisa;174;Vizza;169;319;2.033;1.907;169;339;easy;easy;blue;blue;3;3;{0.008836139286834676,0.16941666666666666,0.054062699936020475,0.3333333333333333,0.25,0.25};{0.01667886646449859,0.15891666666666668,0.10844529750479846,0.3333333333333333,0.25,0.25};0,0559394788
1;171;Incisa;246;La Crusc 2;197;183;1.300;1.300;352;369;easy;easy;blue;blue;3;3;{0.010300115026665273,0.10833333333333334,0.1126039667306462,0.3333333333333333,0.25,0.25};{0.009568127156749973,0.10833333333333334,0.118042226487524,0.3333333333333333,0.25,0.25};0,0054873013
2;171;Incisa;161;Cherz I;197;232;1.300;1.205;352;326;easy;easy;blue;blue;3;3;{0.010300115026665273,0.10833333333333334,0.1126039667306462,0.3333333333333333,0.25,0.25};{0.01213008470145352,0.10041666666666667,0.10428662827895073,0.3333333333333333,0.25,0.25};0,0116275758
3;171;Incisa;172;La Baita - PralongiÃ¡ valle;197;185;1.300;1.400;352;397;easy;easy;blue;blue;3;3;{0.010300115026665273,0.10833333333333334,0.1126039667306462,0.3333333333333333,0.25,0.25};{0.009672696852452159,0.11666666666666667,0.12699936020473448,0.3333333333333333,0.25,0.25};0,0166452832
1;172;La Baita - PralongiÃ¡ valle;246;La Crusc 2;185;183;1.400;1.300;397;369;easy;easy;blue;blue;3;3;{0.009672696852452159,0.11666666666666667,0.12699936020473448,0.3333333333333333,0.25,0.25};{0.009568127156749973,0.10833333333333334,0.118042226487524,0.3333333333333333,0.25,0.25};0,0122346076
2;172;La Baita - PralongiÃ¡ valle;171;Incisa;185;197;1.400;1.300;397;352;easy;easy;blue;blue;3;3;{0.009672696852452159,0.11666666666666667,0.12699936020473448,0.3333333333333333,0.25,0.25};{0.010300115026665273,0.10833333333333334,0.1126039667306462,0.3333333333333333,0.25,0.25};0,0166452832
3;172;La Baita - PralongiÃ¡ valle;173;La Brancia - PralongiÃ¡Â  II;185;141;1.400;1.594;397;431;easy;easy;blue;blue;3;3;{0.009672696852452159,0.11666666666666667,0.12699936020473448,0.3333333333333333,0.25,0.25};{0.0073721635470040785,0.13283333333333333,0.13787587971849008,0.3333333333333333,0.25,0.25};0,0196201998
1;173;La Brancia - PralongiÃ¡Â  II;172;La Baita - PralongiÃ¡ valle;141;185;1.594;1.400;431;397;easy;easy;blue;blue;3;3;{0.0073721635470040785,0.13283333333333333,0.13787587971849008,0.3333333333333333,0.25,0.25};{0.009672696852452159,0.11666666666666667,0.12699936020473448,0.3333333333333333,0.25,0.25};0,0196201998
2;173;La Brancia - PralongiÃ¡Â  II;246;La Crusc 2;141;183;1.594;1.300;431;369;easy;easy;blue;blue;3;3;{0.0073721635470040785,0.13283333333333333,0.13787587971849008,0.3333333333333333,0.25,0.25};{0.009568127156749973,0.10833333333333334,0.118042226487524,0.3333333333333333,0.25,0.25};0,031598197
3;173;La Brancia - PralongiÃ¡Â  II;171;Incisa;141;197;1.594;1.300;431;352;easy;easy;blue;blue;3;3;{0.0073721635470040785,0.13283333333333333,0.13787587971849008,0.3333333333333333,0.25,0.25};{0.010300115026665273,0.10833333333333334,0.1126039667306462,0.3333333333333333,0.25,0.25};0,0353198597
1;174;Vizza;217;Pista di collegamento Bamby - Altin;319;178;1.907;1.897;339;343;easy;easy;blue;blue;3;3;{0.01667886646449859,0.15891666666666668,0.10844529750479846,0.3333333333333333,0.25,0.25};{0.009306702917494511,0.15808333333333333,0.10972488803582854,0.3333333333333333,0.25,0.25};0,0075286514
2;174;Vizza;154;Biok - Pralongia II;319;163;1.907;1.550;339;306;easy;easy;blue;blue;3;3;{0.01667886646449859,0.15891666666666668,0.10844529750479846,0.3333333333333333,0.25,0.25};{0.008522430199728119,0.12916666666666668,0.09788867562380038,0.3333333333333333,0.25,0.25};0,0326041749
3;174;Vizza;173;La Brancia - PralongiÃ¡Â  II;319;141;1.907;1.594;339;431;easy;easy;blue;blue;3;3;{0.01667886646449859,0.15891666666666668,0.10844529750479846,0.3333333333333333,0.25,0.25};{0.0073721635470040785,0.13283333333333333,0.13787587971849008,0.3333333333333333,0.25,0.25};0,0404118073
1;175;PralongiÃ¡Â  I (Rif. Marmotta - Planac);158;Braia Fraida;115;96;811;839;312;292;easy;easy;blue;blue;3;3;{0.006012757502875667,0.06758333333333333,0.09980806142034548,0.3333333333333333,0.25,0.25};{0.005019345393704904,0.06991666666666667,0.09341010876519514,0.3333333333333333,0.25,0.25};0,0068822315
2;175;PralongiÃ¡Â  I (Rif. Marmotta - Planac);152;Arlara;115;150;811;750;312;344;easy;easy;blue;blue;3;3;{0.006012757502875667,0.06758333333333333,0.09980806142034548,0.3333333333333333,0.25,0.25};{0.007842727177663914,0.0625,0.11004478566858605,0.3333333333333333,0.25,0.25};0,0115749553
3;175;PralongiÃ¡Â  I (Rif. Marmotta - Planac);162;Capanna Nera;115;114;811;971;312;318;easy;easy;blue;blue;3;3;{0.006012757502875667,0.06758333333333333,0.09980806142034548,0.3333333333333333,0.25,0.25};{0.005960472655024574,0.08091666666666666,0.1017274472168906,0.3333333333333333,0.25,0.25};0,013470878
1;176;PralongiÃ¡Â  I - Arlara;156;BoÃ© - Costoratta;62;32;308;404;104;50;medium;medium;red;red;3;3;{0.0032416605667677507,0.025666666666666667,0.03326935380678183,0.6666666666666666,0.5,0.25};{0.0016731151312349682,0.033666666666666664,0.01599488163787588,0.6666666666666666,0.5,0.25};0,019101511
2;176;PralongiÃ¡Â  I - Arlara;255;Frara - Val Setus;62;541;308;408;104;110;medium;medium;red;red;3;3;{0.0032416605667677507,0.025666666666666667,0.03326935380678183,0.6666666666666666,0.5,0.25};{0.02828610268744118,0.034,0.035188739603326934,0.6666666666666666,0.5,0.25};0,0264641752
3;176;PralongiÃ¡Â  I - Arlara;260;Val Setus;62;101;308;595;104;161;medium;medium;red;red;3;3;{0.0032416605667677507,0.025666666666666667,0.03326935380678183,0.6666666666666666,0.5,0.25};{0.005280769632960368,0.04958333333333333,0.05150351887396033,0.6666666666666666,0.5,0.25};0,0301438167
1;177;PralongiÃ¡Â  II;223;Biok;234;218;1.288;1.300;253;291;easy;easy;blue;blue;3;3;{0.012234654397155703,0.10733333333333334,0.08093410108765195,0.3333333333333333,0.25,0.25};{0.01139809683153822,0.10833333333333334,0.09309021113243762,0.3333333333333333,0.25,0.25};0,0122258268
2;177;PralongiÃ¡Â  II;168;Crep De Mont;234;212;1.288;1.400;253;194;easy;easy;blue;blue;3;3;{0.012234654397155703,0.10733333333333334,0.08093410108765195,0.3333333333333333,0.25,0.25};{0.011084387744431663,0.11666666666666667,0.062060140754958415,0.3333333333333333,0.25,0.25};0,0210869771
3;177;PralongiÃ¡Â  II;161;Cherz I;234;232;1.288;1.205;253;326;easy;easy;blue;blue;3;3;{0.012234654397155703,0.10733333333333334,0.08093410108765195,0.3333333333333333,0.25,0.25};{0.01213008470145352,0.10041666666666667,0.10428662827895073,0.3333333333333333,0.25,0.25};0,0243555279
1;178;PralongiÃ¡Â  - Punta Trieste;256;Pezzei;40;53;469;469;226;210;easy;easy;blue;blue;3;3;{0.00209139391404371,0.03908333333333333,0.07229686500319897,0.3333333333333333,0.25,0.25};{0.002771096936107916,0.03908333333333333,0.0671785028790787,0.3333333333333333,0.25,0.25};0,0051632961
2;178;PralongiÃ¡Â  - Punta Trieste;222;Armentarola;40;79;469;550;226;241;easy;easy;blue;blue;3;3;{0.00209139391404371,0.03908333333333333,0.07229686500319897,0.3333333333333333,0.25,0.25};{0.004130502980236327,0.04583333333333333,0.07709532949456174,0.3333333333333333,0.25,0.25};0,0085291106
3;178;PralongiÃ¡Â  - Punta Trieste;229;La Para;40;107;469;550;226;239;easy;easy;blue;blue;3;3;{0.00209139391404371,0.03908333333333333,0.07229686500319897,0.3333333333333333,0.25,0.25};{0.0055944787200669244,0.04583333333333333,0.0764555342290467,0.3333333333333333,0.25,0.25};0,0086676775
1;179;Seggiovia PralongiÃ¡;163;Costes Da l'Ega;78;64;651;604;234;228;easy;easy;blue;blue;3;3;{0.0040782181323852345,0.05425,0.07485604606525911,0.3333333333333333,0.25,0.25};{0.0033462302624699364,0.050333333333333334,0.07293666026871401,0.3333333333333333,0.25,0.25};0,0044226831
1;179;Seggiovia PralongiÃ¡;163;Costes Da l'Ega;78;64;651;604;234;228;easy;easy;blue;blue;3;3;{0.0040782181323852345,0.05425,0.07485604606525911,0.3333333333333333,0.25,0.25};{0.0033462302624699364,0.050333333333333334,0.07293666026871401,0.3333333333333333,0.25,0.25};0,0044226831
3;179;Seggiovia PralongiÃ¡;259;Stella Alpina;78;125;651;608;234;212;easy;easy;blue;blue;3;3;{0.0040782181323852345,0.05425,0.07485604606525911,0.3333333333333333,0.25,0.25};{0.006535605981386594,0.050666666666666665,0.06781829814459372,0.3333333333333333,0.25,0.25};0,008270969
3;179;Seggiovia PralongiÃ¡;259;Stella Alpina;78;125;651;608;234;212;easy;easy;blue;blue;3;3;{0.0040782181323852345,0.05425,0.07485604606525911,0.3333333333333333,0.25,0.25};{0.006535605981386594,0.050666666666666665,0.06781829814459372,0.3333333333333333,0.25,0.25};0,008270969
1;180;Seggiovia PralongiÃ¡ - PralongiÃ¡ II;190;Borest - Costes da l'ega;48;37;261;294;183;197;easy;easy;blue;blue;3;3;{0.002509672696852452,0.02175,0.05854126679462572,0.3333333333333333,0.25,0.25};{0.0019345393704904318,0.0245,0.06301983365323097,0.3333333333333333,0.25,0.25};0,0052868553
2;180;Seggiovia PralongiÃ¡ - PralongiÃ¡ II;251;Sodlisia - Fara;48;15;261;215;183;162;easy;easy;blue;blue;3;3;{0.002509672696852452,0.02175,0.05854126679462572,0.3333333333333333,0.25,0.25};{0.0007842727177664,0.017916666666666668,0.05182341650671785,0.3333333333333333,0.25,0.25};0,0079247058
3;180;Seggiovia PralongiÃ¡ - PralongiÃ¡ II;193;BoÃ© - Costes da l'Ega;48;23;261;160;183;201;easy;easy;blue;blue;3;3;{0.002509672696852452,0.02175,0.05854126679462572,0.3333333333333333,0.25,0.25};{0.0012025515005751333,0.013333333333333334,0.06429942418426103,0.3333333333333333,0.25,0.25};0,0102813044
1;181;Vallon;248;Col Pradat;328;321;1.317;1.420;531;348;hard;hard;black;black;3;3;{0.017149430095158423,0.10975,0.16986564299424184,1.0,0.75,0.25};{0.016783436160200775,0.11833333333333333,0.11132437619961612,1.0,0.75,0.25};0,0591682979
2;181;Vallon;212;Gran Risa;328;667;1.317;2.193;531;633;hard;hard;black;black;3;3;{0.017149430095158423,0.10975,0.16986564299424184,1.0,0.75,0.25};{0.034873993516678865,0.18275,0.20249520153550865,1.0,0.75,0.25};0,0819014544
